,labels,num_labels,FT0,FT1,FT2,FT3,FT4,FT5,FT6,FT7,FT8,FT9,FT10,FT11,FT12,FT13,FT14,FT15,FT16,FT17,FT18,FT19,FT20,FT21,FT22,FT23,FT24,FT25,FT26,FT27,FT28,FT29,FT30,FT31,FT32,FT33,FT34,FT35,FT36,FT37,FT38,FT39,FT40,FT41,FT42,FT43,FT44,FT45,FT46,FT47
0,Drink_glass,0,2.694957514604354,3.790299345016816,6.710053637812002,2.383583430967632,5.21397169049425,1.8416853906723973,1.8678095238095231,3.0351904761904756,1.8678095238095231,2.5682380952380974,6.537333333333333,6.303857142857144,-0.700421838391439,-0.8185857363903265,0.6613202748529126,5.69204999095397,27.2361255579706,3.398121288790097,-8.721008204878038,-7.875103580669733,2.9084769640890187,0.4684014869888476,1.0,2.345914156426849,2.3344767584757737,2.3129300815274947,1449.8871428571435,2039.1810476190428,3610.008857142856,0.29263255541848865,0.19331520918436754,0.14152079182445063,5.6448996142248475,5.543697932129224,5.48671862198122,5.597288134919893,5.597288134919893,5.597288134919893,11.812204539868757,11.086035640224265,21.07724104100193,183.6206412752086,133.0266370231519,465.4929184890001,1449.8871428571435,2039.1810476190428,3610.008857142856,63.980880495204445
1,Drink_glass,0,1.527453121693121,0.9743739682539677,8.92190349206349,2.0152329453660296,3.964369185816687,1.1274490861331716,0.46695238095238345,0.9339047619047633,0.4669523809523781,0.23347619047618906,3.0351904761904756,9.572523809523808,-0.7621671005904015,0.8232335973416364,-0.7060018231568407,4.070208732382828,15.751225765375926,1.2739724918043116,-6.10261141844044,3.6877399641543542,-1.6076599350525125,0.35333333333333333,1.0,2.0636728749040025,2.172079526882311,1.7931722076524117,687.3539047619045,928.0769633344996,4014.8565714285705,0.24260023466325367,0.22589334548012036,0.08792653015241464,5.097929714786831,5.234875322042662,4.854390472226756,5.419181056340264,5.419181056340264,5.419181056340264,9.92868844390101,8.127150292513534,20.714786295475587,109.32400279406136,73.8268859617231,432.6052281440088,687.3539047619045,928.0769633344996,4014.8565714285705,50.45777519507048
2,Drink_glass,0,2.3191968253968254,6.658395061728395,6.4802613756613745,2.7856998987421497,2.4606206168139675,1.0600518678529662,1.1673809523809515,0.9339047619047633,0.9339047619047598,0.7004285714285725,7.704714285714285,6.770809523809522,-0.8723845188720992,-0.8150211230910394,0.6351217754664709,7.7889719701860445,6.07716182665533,1.127887322994096,-6.00203358398593,-2.1337921981902475,1.8824780942804893,0.2777777777777778,1.0,1.6404582631626314,1.949670584411915,1.5351591451370494,626.1831428571429,1797.7666666666667,1749.670571428571,0.26474745775482234,0.3159139497340375,0.18947464841698786,3.521367041638369,4.8578958521683475,3.5287706696620202,4.910409201998142,4.910409201998142,4.910409201998142,7.937667190115788,13.900349977675225,15.81164598599993,68.06592104420353,208.4628169034382,253.14470481829915,626.1831428571429,1797.7666666666667,1749.670571428571,44.57826818547045
3,Drink_glass,0,2.4719456550981973,2.783247242399785,9.031703255313424,2.0356927141020984,2.022640244136705,0.6655459750551329,0.9339047619047616,1.400857142857145,0.4669523809523852,1.634333333333334,3.0351904761904756,9.10557142857143,-0.7041918009021148,0.29960161418597686,-0.7485590139893641,4.155784330005448,4.102663000706217,0.44420626486934534,-2.9077052937914414,0.4044542571142805,-1.0170560432032654,0.2994350282485876,1.0,1.7460237747095146,2.568315060202868,1.7323055280960165,875.0687619047619,985.2695238095237,3197.2229523809515,0.2732874207774011,0.16013233379623468,0.19188847820417257,4.721308128188548,6.990158079610325,4.292145842382535,5.180065818339697,5.180065818339696,5.180065818339697,11.293989617712159,11.551437034840392,18.619166848494334,143.81692790301474,163.18864480865787,346.0677682544269,875.0687619047619,985.2695238095237,3197.2229523809515,43.72293142125307
4,Drink_glass,0,1.2831900972590624,1.6318561323733736,8.931548061134269,2.4008727195673054,3.597435721728253,1.1942923734257398,0.4669523809523817,1.400857142857138,0.4669523809523817,-0.23347619047619084,2.5682380952380974,9.572523809523808,-0.7763144024119508,0.47267481482609514,-0.6879577556264284,5.771844782117041,12.95873041708199,1.4282284754449623,-6.713920473739585,2.0334923089807013,-1.975231198112896,0.27055702917771884,1.0,2.447601053045962,3.3268658687162436,2.9728233179455046,1046.7243741951772,1276.559294173059,6734.387238095238,0.5175082696251838,0.5706405396221875,0.6177748981810678,5.344464644488854,7.988131451214047,6.932700405231893,5.934083774133812,5.934083774133812,5.934083774133812,11.768623362779627,9.485888334177496,26.82579470930803,150.28356436857257,95.97240650514219,727.1524483950059,1046.7243741951772,1276.559294173059,6734.387238095238,61.130330770174105
5,Drink_glass,0,3.99330758377425,-0.09511992945326332,8.865177425044092,1.9376854865420294,1.8820869987760078,0.7396501807289332,0.4669523809523817,0.4669523809523817,0.4669523809523781,4.902999999999999,-1.1673809523809524,8.638619047619045,-0.7648907407136638,0.39980782980818425,-0.6906988974117554,3.76858275867665,3.555419692043322,0.5491161533833926,-2.7998442229109552,0.558635899937028,-0.9935961521214444,0.8518518518518519,1.0,1.6851391200150638,1.740518575965385,1.759937060296556,1078.1930476190475,299.84765051889474,2393.5979047619044,0.31311874124392486,0.25095298098703916,0.20598488076002242,5.186615882774538,4.680760372600608,5.4376256130887395,4.900140354878736,4.910409201998142,4.910409201998142,12.664876049941505,8.074191811788307,16.225945326981847,180.14184292789201,71.66830990903911,262.4976413840844,1078.1930476190475,299.84765051889474,2393.5979047619044,39.830324177208496
6,Drink_glass,0,1.1639972394754996,2.4610871865654467,8.837130204738898,2.5170207372019924,3.2780952772669667,1.1297052550778914,2.3347619047619084,2.3347619047619084,0.4669523809523852,0.23347619047618906,2.5682380952380974,9.10557142857143,-0.8037490073789775,-0.5509020833979437,0.342897189887699,6.35073332707751,10.77192779610593,1.2793241182255437,-6.647817750490345,-2.0450852920261533,0.9773860993099737,0.357487922705314,1.0,2.2359610916530004,2.76106136234771,2.0680233140610347,481.8948571428567,1018.8900952380951,3658.571904761904,0.26043358944321476,0.33204732537955567,0.2543117787981421,6.3174768869601845,7.087731843381871,4.818461406154377,5.336067330369518,5.336067330369518,5.336067330369518,6.5463901882785525,8.188955980036097,19.866585528359696,46.439087444472165,77.94772119041797,397.80044457757043,481.8948571428567,1018.8900952380951,3658.571904761904,54.86623146964462
7,Drink_glass,0,2.2661632302405494,1.670437898870888,8.934676485027,1.8673019282450392,3.3777128402433405,0.8259839466731074,1.634333333333334,3.7356190476190463,0.4669523809523781,3.5021428571428572,2.101285714285712,9.10557142857143,-0.76916133957953,-0.5337874812793707,0.21210657763658602,3.4958263529620774,11.438424506677416,0.6840123987150719,-4.863797421953365,-1.4930813691672684,0.32799033741598205,0.49226804123711343,1.0,2.054657174137547,2.447476513533088,2.075237167286814,879.2713333333332,663.5750693915872,3466.6544761904747,0.20954759373317447,0.15072724645284644,0.3306752974871804,5.8030838807397105,6.528267911065764,4.857462085699449,5.271431082674467,5.271431082674467,5.271431082674467,11.444288353829911,7.015989175405495,19.422830931905573,154.67347666193325,53.02440591475478,377.7313872573352,879.2713333333332,663.5750693915872,3466.6544761904747,48.33540016157957
8,Drink_glass,0,1.7288627177700344,3.667284552845527,8.634063414634145,1.7121549001230196,3.0625081794077755,1.0141554270383284,1.8678095238095231,3.2686666666666646,0.4669523809523781,1.1673809523809506,3.5021428571428572,9.10557142857143,-0.862546135063379,-0.8867285568553359,0.7304113264910697,2.938641821091101,9.401887782555523,1.0310259275756246,-4.533808711656822,-2.7607877551280042,1.2713807165093662,0.4073170731707317,1.0,1.9863329555504985,2.5921308754568306,1.925200880433441,708.8337142857141,1503.5866666666664,3539.9659999999994,0.29793021079125787,0.30254260083861667,0.3658531679117645,4.16753592762925,5.843246262394583,4.00425335303306,5.326391184897235,5.326391184897235,5.326391184897235,10.222694574943247,11.527727481083142,19.82468844944765,126.51497158310787,157.02465199641713,395.41432984272757,708.8337142857141,1503.5866666666664,3539.9659999999994,47.659745032299696
9,Drink_glass,0,0.835817131586362,6.042750633981403,7.280588898281207,2.544147745814907,2.5678382493920884,1.653884597925939,1.4008571428571432,1.4008571428571415,0.9339047619047598,-0.23347619047619084,6.303857142857144,7.704714285714285,-0.8354090712306126,-0.7456226218355098,0.549324791420506,6.491894541118264,6.613359427192481,2.7434509821387105,-5.473888894831806,-3.1759871868537988,2.3182674105128576,0.22781065088757396,1.0,1.6881088370412298,2.194260410575912,2.4127066536576534,476.7379751212626,2042.4497142857144,2460.8390476190475,0.4227577814069311,0.11806217405873422,0.40626130981912756,4.880751106013804,6.493072634349984,5.985295229603388,5.134000177529938,5.134000177529939,5.134000177529938,7.595261421307065,14.880648186031578,17.19944773825324,63.440973157763636,244.71900306584791,305.2506706445242,476.7379751212626,2042.4497142857144,2460.8390476190475,53.334181970587295
